,name,genre,type,anime_name,anime_size,popularity,combined,id
4340,ranpokitangameoflaplace,['mystery'],TV,Ranpo Kitan: Game of Laplace,small,high, ranpokitangameoflaplace mystery TV small high ,4338
4341,seikokunodragonar,"['comedy', ' ecchi', ' fantasy', ' school']",TV,Seikoku no Dragonar,small,high, seikokunodragonar comedy  ecchi  fantasy  school TV small high ,4339
4342,shadowskill1996,"['adventure', ' drama', ' fantasy', ' shounen']",OVA,Shadow Skill (1996),small,moderate, shadowskill1996 adventure  drama  fantasy  shounen OVA small moderate ,4340
4343,shigofumipicturedrama,['comedy'],Special,Shigofumi Picture Drama,small,moderate, shigofumipicturedrama comedy Special small moderate ,4341
4344,spacecobrapilot,"['action', ' adventure', ' sci-fi', ' space']",Special,Space Cobra Pilot,tiny,low, spacecobrapilot action  adventure  sci-fi  space Special tiny low ,4342
4345,stratos4,"['comedy', ' military', ' sci-fi', ' shounen']",TV,Stratos 4,small,moderate, stratos4 comedy  military  sci-fi  shounen TV small moderate ,4343
4346,takarajimamemorialyuunagitoyobaretaotoko,"['adventure', ' drama', ' historical', ' mystery', ' supernatural']",OVA,Takarajima Memorial: Yuunagi to Yobareta Otoko,tiny,low, takarajimamemorialyuunagitoyobaretaotoko adventure  drama  historical  mystery  supernatural OVA tiny low ,4344
4347,transformersgalaxyforce,"['adventure', ' mecha', ' sci-fi', ' shounen']",TV,Transformers Galaxy Force,medium,moderate, transformersgalaxyforce adventure  mecha  sci-fi  shounen TV medium moderate ,4345
4348,utakatahanabi,['music'],Music,Utakata Hanabi,tiny,moderate, utakatahanabi music Music tiny moderate ,4346
4349,wildarmstwilightvenom,"['action', ' adventure', ' fantasy', ' magic', ' sci-fi', ' vampire']",TV,Wild Arms: Twilight Venom,small,moderate, wildarmstwilightvenom action  adventure  fantasy  magic  sci-fi  vampire TV small moderate ,4347
4350,yamanosusumekabettekowakunaino,"['comedy', ' slice of life']",Special,Yama no Susume: Kabette Kowakunai no ,tiny,moderate, yamanosusumekabettekowakunaino comedy  slice of life Special tiny moderate ,4348
4351,hackliminality,"['game', ' mystery', ' sci-fi']",OVA, hack//Liminality,small,high, hackliminality game  mystery  sci-fi OVA small high ,4349
4352,3choumenotamauchinotamashirimasenka,['adventure'],TV,3 Choume no Tama: Uchi no Tama Shirimasenka ,small,low, 3choumenotamauchinotamashirimasenka adventure TV small low ,4350
4353,amazingnuts,"['adventure', ' music', ' police', ' romance', ' sci-fi']",Music,Amazing Nuts ,small,moderate, amazingnuts adventure  music  police  romance  sci-fi Music small moderate ,4351
4354,bakusoukyoudailet039sampgomax,"['cars', ' shounen', ' sports']",TV,Bakusou Kyoudai Let  039 s  amp  Go MAX,medium,moderate, bakusoukyoudailet039sampgomax cars  shounen  sports TV medium moderate ,4352
4355,bluedragontenkainoshichiryuu,"['adventure', ' comedy', ' fantasy', ' supernatural']",TV,Blue Dragon: Tenkai no Shichi Ryuu,medium,moderate, bluedragontenkainoshichiryuu adventure  comedy  fantasy  supernatural TV medium moderate ,4353
4356,coyoteragtimeshow,"['action', ' adventure', ' comedy', ' mecha', ' sci-fi', ' shounen']",TV,Coyote Ragtime Show,small,high, coyoteragtimeshow action  adventure  comedy  mecha  sci-fi  shounen TV small high ,4354
4357,dokonjougaeru,"['comedy', ' slice of life']",TV,Dokonjou Gaeru,large,low, dokonjougaeru comedy  slice of life TV large low ,4355
4358,doraemonit039swinter,"['adventure', ' comedy', ' fantasy', ' kids', ' shounen']",Special,Doraemon: It  039 s Winter ,tiny,low, doraemonit039swinter adventure  comedy  fantasy  kids  shounen Special tiny low ,4356
4359,doraemontreasureoftheshinugumimountain,"['adventure', ' comedy', ' fantasy', ' kids', ' shounen']",Special,Doraemon: Treasure of the Shinugumi Mountain,tiny,low, doraemontreasureoftheshinugumimountain adventure  comedy  fantasy  kids  shounen Special tiny low ,4357
4360,fluximation,['music'],Music,Fluximation,small,moderate, fluximation music Music small moderate ,4358
4361,freezingspecials,"['action', ' comedy', ' ecchi']",Special,Freezing Specials,small,high, freezingspecials action  comedy  ecchi Special small high ,4359
4362,gasaraki,"['drama', ' mecha', ' military', ' psychological', ' supernatural']",TV,Gasaraki,small,high, gasaraki drama  mecha  military  psychological  supernatural TV small high ,4360
4363,honoonomirage,"['action', ' drama', ' historical', ' romance', ' school', ' shounen ai', ' supernatural']",TV,Honoo no Mirage,small,high, honoonomirage action  drama  historical  romance  school  shounen ai  supernatural TV small high ,4361
4364,kanokon,"['comedy', ' ecchi', ' harem', ' romance', ' school', ' shounen', ' slice of life', ' supernatural']",TV,Kanokon,small,veryhigh, kanokon comedy  ecchi  harem  romance  school  shounen  slice of life  supernatural TV small veryhigh ,4362
4365,kanokonmanatsunodaishanikusai,"['ecchi', ' romance', ' slice of life']",OVA,Kanokon: Manatsu no Dai Shanikusai,small,high, kanokonmanatsunodaishanikusai ecchi  romance  slice of life OVA small high ,4363
4366,ketsuekigatakun2,['comedy'],TV,Ketsuekigata-kun  2,small,moderate, ketsuekigatakun2 comedy TV small moderate ,4364
4367,koronodaisanpo,['adventure'],Special,Koro no Dai Sanpo,tiny,moderate, koronodaisanpo adventure Special tiny moderate ,4365
4368,kurogaitanatsu,"['drama', ' historical']",Movie,Kuro ga Ita Natsu,tiny,low, kurogaitanatsu drama  historical Movie tiny low ,4366
4369,lovegetchu,"['comedy', ' romance']",TV,Love Get Chu,small,moderate, lovegetchu comedy  romance TV small moderate ,4367
4370,lovelivexwateringkissmintcollaborationcm,['music'],Special,Love Live  x Watering KissMint Collaboration CM,tiny,moderate, lovelivexwateringkissmintcollaborationcm music Special tiny moderate ,4368
4371,madoukinggranzortsaigonomagicaltaisen,"['action', ' comedy', ' fantasy', ' magic', ' mecha', ' sci-fi', ' shounen']",OVA,Madou King Granzort: Saigo no Magical Taisen,small,low, madoukinggranzortsaigonomagicaltaisen action  comedy  fantasy  magic  mecha  sci-fi  shounen OVA small low ,4369
4372,pokonyan,"['comedy', ' fantasy', ' kids', ' magic']",TV,Pokonyan ,large,low, pokonyan comedy  fantasy  kids  magic TV large low ,4370
4373,queen039sbladeutsukushikitoushitachi,"['action', ' adventure', ' ecchi', ' fantasy']",OVA,Queen  039 s Blade: Utsukushiki Toushitachi,small,high, queen039sbladeutsukushikitoushitachi action  adventure  ecchi  fantasy OVA small high ,4371
4374,ryuugajounanananomaizoukintvspecials,['comedy'],Special,Ryuugajou Nanana no Maizoukin (TV) Specials,small,moderate, ryuugajounanananomaizoukintvspecials comedy Special small moderate ,4372
4375,sacredseven,"['action', ' school', ' sci-fi', ' super power']",TV,Sacred Seven,small,high, sacredseven action  school  sci-fi  super power TV small high ,4373
4376,sasamisanganbaranai,"['comedy', ' romance', ' supernatural']",TV,Sasami-san Ganbaranai,small,high, sasamisanganbaranai comedy  romance  supernatural TV small high ,4374
4377,senseinoojikandokidokischoolhoursova,"['comedy', ' school']",OVA,Sensei no Ojikan: Doki Doki School Hours OVA,small,moderate, senseinoojikandokidokischoolhoursova comedy  school OVA small moderate ,4375
4378,shirayukihimenodensetsu,"['adventure', ' fantasy', ' romance']",TV,Shirayuki Hime no Densetsu,medium,moderate, shirayukihimenodensetsu adventure  fantasy  romance TV medium moderate ,4376
4379,skygirlsova,"['mecha', ' military', ' sci-fi']",OVA,Sky Girls OVA,tiny,moderate, skygirlsova mecha  military  sci-fi OVA tiny moderate ,4377
4380,spiritofwonderchinasannoyuuutsu,"['romance', ' sci-fi', ' seinen']",OVA,Spirit of Wonder: China-san no Yuuutsu,tiny,moderate, spiritofwonderchinasannoyuuutsu romance  sci-fi  seinen OVA tiny moderate ,4378
4381,superflatmonogram,"['adventure', ' fantasy']",Special,Superflat Monogram,tiny,moderate, superflatmonogram adventure  fantasy Special tiny moderate ,4379
4382,tokyounderground,"['action', ' adventure', ' romance', ' sci-fi', ' shounen', ' super power']",TV,Tokyo Underground,small,high, tokyounderground action  adventure  romance  sci-fi  shounen  super power TV small high ,4380
4383,whitealbum,"['drama', ' harem', ' music', ' romance']",TV,White Album,small,high, whitealbum drama  harem  music  romance TV small high ,4381
4384,wish,['music'],Music,Wish,tiny,moderate, wish music Music tiny moderate ,4382
4385,hackquantumsoreikebokuranochimuchimuchan,"['comedy', ' game']",Special, hack//Quantum: Sore ike  Bokura no Chimuchimu-chan  ,small,moderate, hackquantumsoreikebokuranochimuchimuchan comedy  game Special small moderate ,4383
4386,alpsmonogatariwatashinoannette,"['drama', ' historical', ' slice of life']",TV,Alps Monogatari: Watashi no Annette,small,moderate, alpsmonogatariwatashinoannette drama  historical  slice of life TV small moderate ,4384
4387,appleseedxiiiremixmovie1yuigon,"['action', ' mecha', ' military', ' police', ' sci-fi']",Movie,Appleseed XIII Remix Movie 1: Yuigon,tiny,moderate, appleseedxiiiremixmovie1yuigon action  mecha  military  police  sci-fi Movie tiny moderate ,4385
4388,ashitagenkininarehanbunnosatsumaimo,['drama'],Movie,Ashita Genki ni Nare : Hanbun no Satsumaimo,tiny,low, ashitagenkininarehanbunnosatsumaimo drama Movie tiny low ,4386
4389,babybaachan,"['comedy', ' drama']",TV,Baby Baachan,medium,low, babybaachan comedy  drama TV medium low ,4387
4390,bloodc,"['action', ' horror', ' school', ' supernatural', ' vampire']",TV,Blood-C,small,veryhigh, bloodc action  horror  school  supernatural  vampire TV small veryhigh ,4388
4391,buzzerbeater,"['shounen', ' sports']",TV,Buzzer Beater,small,moderate, buzzerbeater shounen  sports TV small moderate ,4389
4392,dagashikashi,"['comedy', ' shounen', ' slice of life']",TV,Dagashi Kashi,small,veryhigh, dagashikashi comedy  shounen  slice of life TV small veryhigh ,4390
4393,dnaova,"['comedy', ' drama', ' sci-fi']",OVA,DNA² OVA,small,moderate, dnaova comedy  drama  sci-fi OVA small moderate ,4391
4394,drslumpmovie02quothoyoyoquotuchuudaibouken,"['comedy', ' sci-fi', ' shounen']",Movie,Dr  Slump Movie 02:  quot Hoyoyo  quot  Uchuu Daibouken,tiny,low, drslumpmovie02quothoyoyoquotuchuudaibouken comedy  sci-fi  shounen Movie tiny low ,4392
4395,elementhunters,"['sci-fi', ' shounen']",TV,Element Hunters,small,moderate, elementhunters sci-fi  shounen TV small moderate ,4393
4396,fushanosha,"['adventure', ' historical', ' martial arts', ' samurai', ' supernatural']",Movie,Fusha no Sha,tiny,low, fushanosha adventure  historical  martial arts  samurai  supernatural Movie tiny low ,4394
4397,ghostintheshellstandalonecomplextachikomanohibifandisc,"['comedy', ' mecha', ' sci-fi']",Special,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,small,moderate, ghostintheshellstandalonecomplextachikomanohibifandisc comedy  mecha  sci-fi Special small moderate ,4395
4398,ghostintheshellthenewmovievirtualrealitydiver,"['police', ' sci-fi', ' seinen']",Special,Ghost in the Shell: The New Movie Virtual Reality Diver,tiny,moderate, ghostintheshellthenewmovievirtualrealitydiver police  sci-fi  seinen Special tiny moderate ,4396
4399,gokujoumechamoteiinchou,"['comedy', ' romance', ' school', ' shoujo']",TV,Gokujou   Mecha Mote Iinchou,medium,moderate, gokujoumechamoteiinchou comedy  romance  school  shoujo TV medium moderate ,4397
4400,helenkellermonogatariaitohikarinotenshi,['drama'],Movie,Helen Keller Monogatari: Ai to Hikari no Tenshi,tiny,low, helenkellermonogatariaitohikarinotenshi drama Movie tiny low ,4398
4401,hoshinokirby,"['action', ' adventure', ' comedy', ' fantasy', ' parody']",TV,Hoshi no Kirby,medium,high, hoshinokirby action  adventure  comedy  fantasy  parody TV medium high ,4399
4402,hyakkaryouransamuraigirlsspecials,['ecchi'],Special,Hyakka Ryouran: Samurai Girls Specials,small,high, hyakkaryouransamuraigirlsspecials ecchi Special small high ,4400
4403,inochinochikyuudioxinnonatsu,['drama'],Movie,Inochi no Chikyuu: Dioxin no Natsu,tiny,low, inochinochikyuudioxinnonatsu drama Movie tiny low ,4401
4404,juubeechanlovelygantainohimitsu,"['action', ' adventure', ' comedy', ' drama', ' shounen']",TV,Juubee-chan: Lovely Gantai no Himitsu,small,high, juubeechanlovelygantainohimitsu action  adventure  comedy  drama  shounen TV small high ,4402
4405,kagekaramamoru,"['comedy', ' romance', ' shounen']",TV,Kage kara Mamoru ,small,high, kagekaramamoru comedy  romance  shounen TV small high ,4403
4406,kmpfer,"['action', ' comedy', ' ecchi', ' romance', ' school', ' shoujo ai', ' super power']",TV,Kämpfer,small,veryhigh, kmpfer action  comedy  ecchi  romance  school  shoujo ai  super power TV small veryhigh ,4404
4407,koseikibeastsanjuushi,"['adventure', ' comedy', ' fantasy', ' mecha', ' shounen', ' supernatural']",OVA,KO Seiki Beast Sanjuushi,small,moderate, koseikibeastsanjuushi adventure  comedy  fantasy  mecha  shounen  supernatural OVA small moderate ,4405
4408,meitanteiholmesaoirubynomakikaiteinozaihounomaki,"['adventure', ' comedy', ' mystery']",Movie,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,tiny,low, meitanteiholmesaoirubynomakikaiteinozaihounomaki adventure  comedy  mystery Movie tiny low ,4406
4409,midorinomakibao,"['comedy', ' sports']",TV,Midori no Makibao,medium,low, midorinomakibao comedy  sports TV medium low ,4407
4410,nekogamiyaoyorozu,"['comedy', ' seinen', ' slice of life', ' supernatural']",TV,Nekogami Yaoyorozu,small,high, nekogamiyaoyorozu comedy  seinen  slice of life  supernatural TV small high ,4408
4411,ohayospank,"['comedy', ' slice of life']",TV,Ohayo  Spank,medium,low, ohayospank comedy  slice of life TV medium low ,4409
4412,osomatsusanshortfilmseries,"['comedy', ' parody']",Special,Osomatsu-san Short Film Series,small,moderate, osomatsusanshortfilmseries comedy  parody Special small moderate ,4410
4413,ougonbat,"['action', ' sci-fi', ' super power']",TV,Ougon Bat,medium,low, ougonbat action  sci-fi  super power TV medium low ,4411
4414,projectako2daitokujizaibatsunoinbou,"['action', ' comedy', ' mecha', ' sci-fi', ' super power']",OVA,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,tiny,moderate, projectako2daitokujizaibatsunoinbou action  comedy  mecha  sci-fi  super power OVA tiny moderate ,4412
4415,queen039sbladegyokuzawotsugumono,"['action', ' adventure', ' ecchi', ' fantasy']",TV,Queen  039 s Blade: Gyokuza wo Tsugu Mono,small,high, queen039sbladegyokuzawotsugumono action  adventure  ecchi  fantasy TV small high ,4413
4416,sabermarionetter,"['action', ' comedy', ' harem', ' mecha', ' sci-fi']",OVA,Saber Marionette R,small,moderate, sabermarionetter action  comedy  harem  mecha  sci-fi OVA small moderate ,4414
4417,sasuganosarutobi,"['action', ' adventure', ' comedy', ' martial arts', ' romance', ' sports']",TV,Sasuga no Sarutobi,medium,low, sasuganosarutobi action  adventure  comedy  martial arts  romance  sports TV medium low ,4415
4418,shinacewonerae,"['drama', ' romance', ' school', ' shoujo', ' sports']",TV,Shin Ace wo Nerae ,small,low, shinacewonerae drama  romance  school  shoujo  sports TV small low ,4416
4419,shincuteyhoney,"['adventure', ' comedy', ' ecchi', ' magic', ' sci-fi']",OVA,Shin Cutey Honey,small,moderate, shincuteyhoney adventure  comedy  ecchi  magic  sci-fi OVA small moderate ,4417
4420,shinkoihimemusouliverevolution,"['ecchi', ' music']",OVA,Shin Koihime†Musou: Live Revolution,tiny,moderate, shinkoihimemusouliverevolution ecchi  music OVA tiny moderate ,4418
4421,shounanbakusouzoku,"['action', ' comedy', ' shounen']",OVA,Shounan Bakusouzoku,small,low, shounanbakusouzoku action  comedy  shounen OVA small low ,4419
4422,thehakkendenshinshou,"['action', ' adventure', ' demons', ' historical', ' martial arts', ' samurai', ' shounen']",OVA,The Hakkenden: Shin Shou,small,moderate, thehakkendenshinshou action  adventure  demons  historical  martial arts  samurai  shounen OVA small moderate ,4420
4423,timebokan,"['adventure', ' comedy', ' mecha']",TV,Time Bokan,medium,low, timebokan adventure  comedy  mecha TV medium low ,4421
4424,tondemosenshimuteking,"['action', ' comedy', ' kids', ' magic', ' mecha', ' sci-fi', ' shounen', ' super power']",TV,Tondemo Senshi Muteking,medium,low, tondemosenshimuteking action  comedy  kids  magic  mecha  sci-fi  shounen  super power TV medium low ,4422
4425,tonotoisshogantainoyabou,"['comedy', ' historical', ' parody', ' samurai', ' seinen']",TV,Tono to Issho: Gantai no Yabou,small,moderate, tonotoisshogantainoyabou comedy  historical  parody  samurai  seinen TV small moderate ,4423
4426,toushigordian,"['action', ' mecha', ' sci-fi']",TV,Toushi Gordian,medium,low, toushigordian action  mecha  sci-fi TV medium low ,4424
4427,tsuyokiss,"['comedy', ' romance', ' school', ' slice of life']",TV,Tsuyokiss,small,high, tsuyokiss comedy  romance  school  slice of life TV small high ,4425
4428,usavichspecial,"['adventure', ' comedy']",Special,Usavich Special,tiny,moderate, usavichspecial adventure  comedy Special tiny moderate ,4426
4429,yamitoboushitohonnotabibito,"['adventure', ' ecchi', ' fantasy', ' magic', ' mystery', ' shoujo ai']",TV,Yami to Boushi to Hon no Tabibito,small,high, yamitoboushitohonnotabibito adventure  ecchi  fantasy  magic  mystery  shoujo ai TV small high ,4427
4430,akihabaradennougumi,"['adventure', ' mecha', ' sci-fi', ' shoujo']",TV,Akihabara Dennou-gumi,small,moderate, akihabaradennougumi adventure  mecha  sci-fi  shoujo TV small moderate ,4428
4431,alpsnoshoujoheidiheiditoclarahen,"['drama', ' historical', ' slice of life']",Movie,Alps no Shoujo Heidi: Heidi to Clara-hen,tiny,low, alpsnoshoujoheidiheiditoclarahen drama  historical  slice of life Movie tiny low ,4429
4432,bakuretsuhuntersova,"['action', ' adventure', ' comedy', ' ecchi', ' fantasy', ' harem', ' magic', ' romance', ' shounen', ' super power']",OVA,Bakuretsu Hunters OVA,small,moderate, bakuretsuhuntersova action  adventure  comedy  ecchi  fantasy  harem  magic  romance  shounen  super power OVA small moderate ,4430
4433,bannoubunkanekomusumespecials,"['action', ' adventure', ' comedy', ' mecha', ' sci-fi', ' seinen']",Special,Bannou Bunka Neko-Musume Specials,small,low, bannoubunkanekomusumespecials action  adventure  comedy  mecha  sci-fi  seinen Special small low ,4431
4434,battlespiritsheroes,"['action', ' shounen']",TV,Battle Spirits: Heroes,small,low, battlespiritsheroes action  shounen TV small low ,4432
4435,blueseed15,"['comedy', ' romance', ' sci-fi']",OVA,Blue Seed 1 5,small,moderate, blueseed15 comedy  romance  sci-fi OVA small moderate ,4433
4436,bombermanbdamanbakugaiden,"['comedy', ' sci-fi', ' shounen']",TV,Bomberman B-Daman Bakugaiden,small,moderate, bombermanbdamanbakugaiden comedy  sci-fi  shounen TV small moderate ,4434
4437,choujuukishindancougargodblessdancougar,"['action', ' mecha', ' sci-fi']",OVA,Choujuu Kishin Dancougar: God Bless Dancougar,tiny,low, choujuukishindancougargodblessdancougar action  mecha  sci-fi OVA tiny low ,4435
4438,chrnocrusadeazdemowakaruchrnocrusadekouza,"['adventure', ' comedy', ' demons', ' historical', ' supernatural']",Special,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,small,moderate, chrnocrusadeazdemowakaruchrnocrusadekouza adventure  comedy  demons  historical  supernatural Special small moderate ,4436
4439,cuteyhoneyf,"['action', ' adventure', ' comedy', ' magic', ' romance', ' sci-fi', ' shoujo']",TV,Cutey Honey F,small,moderate, cuteyhoneyf action  adventure  comedy  magic  romance  sci-fi  shoujo TV small moderate ,4437
4440,digimonsaversthemoviekyuukyokupowerburstmodehatsudou,"['action', ' adventure', ' comedy', ' fantasy', ' shounen']",Movie,Digimon Savers the Movie: Kyuukyoku Power  Burst Mode Hatsudou  ,tiny,moderate, digimonsaversthemoviekyuukyokupowerburstmodehatsudou action  adventure  comedy  fantasy  shounen Movie tiny moderate ,4438
4441,dirtypairflash3,"['action', ' adventure', ' comedy', ' ecchi', ' police', ' sci-fi']",OVA,Dirty Pair Flash 3,small,moderate, dirtypairflash3 action  adventure  comedy  ecchi  police  sci-fi OVA small moderate ,4439
4442,drslumpmovie01aralechanhellofushigishima,"['comedy', ' sci-fi', ' shounen']",Movie,Dr  Slump Movie 01: Arale-chan Hello  Fushigi Shima,tiny,low, drslumpmovie01aralechanhellofushigishima comedy  sci-fi  shounen Movie tiny low ,4440
4443,drslumpmovie04aralechanhoyoyonanabashironohihou,"['comedy', ' sci-fi', ' shounen']",Movie,Dr  Slump Movie 04: Arale-chan Hoyoyo  Nanaba Shiro no Hihou,tiny,low, drslumpmovie04aralechanhoyoyonanabashironohihou comedy  sci-fi  shounen Movie tiny low ,4441
4444,dragonballgt,"['action', ' adventure', ' comedy', ' fantasy', ' magic', ' sci-fi', ' shounen', ' super power']",TV,Dragon Ball GT,medium,veryhigh, dragonballgt action  adventure  comedy  fantasy  magic  sci-fi  shounen  super power TV medium veryhigh ,4442
4445,dragonquestdainodaiboukenbuchiyabureshinsei6daishougun,"['action', ' adventure', ' fantasy', ' magic', ' shounen']",Movie,Dragon Quest: Dai no Daibouken Buchiyabure   Shinsei 6 Daishougun,tiny,low, dragonquestdainodaiboukenbuchiyabureshinsei6daishougun action  adventure  fantasy  magic  shounen Movie tiny low ,4443
4446,duelmasterscross,"['action', ' adventure', ' comedy', ' shounen']",TV,Duel Masters Cross,medium,moderate, duelmasterscross action  adventure  comedy  shounen TV medium moderate ,4444
4447,entakunokishimonogatarimoeroarthur,"['adventure', ' drama', ' historical', ' romance']",TV,Entaku no Kishi Monogatari: Moero Arthur,small,low, entakunokishimonogatarimoeroarthur adventure  drama  historical  romance TV small low ,4445
4448,genjimonogatari,"['drama', ' historical', ' romance']",Movie,Genji Monogatari,tiny,moderate, genjimonogatari drama  historical  romance Movie tiny moderate ,4446
4449,ghostintheshellariseanothermission,"['action', ' mecha', ' police', ' sci-fi']",Special,Ghost in the Shell: Arise - Another Mission,tiny,moderate, ghostintheshellariseanothermission action  mecha  police  sci-fi Special tiny moderate ,4447
4450,golgo13queenbee,"['action', ' adventure', ' drama', ' military', ' seinen']",OVA,Golgo 13: Queen Bee,tiny,moderate, golgo13queenbee action  adventure  drama  military  seinen OVA tiny moderate ,4448
4451,hanaukyoumaidtai,"['comedy', ' ecchi', ' harem', ' romance']",TV,Hanaukyou Maid-tai,small,high, hanaukyoumaidtai comedy  ecchi  harem  romance TV small high ,4449
4452,harukanarutokinonakadehachiyoushouova,"['comedy', ' demons', ' fantasy', ' historical', ' shoujo', ' supernatural']",OVA,Harukanaru Toki no Naka de: Hachiyou Shou OVA,small,moderate, harukanarutokinonakadehachiyoushouova comedy  demons  fantasy  historical  shoujo  supernatural OVA small moderate ,4450
4453,hibikeeuphoniumsuisougakubunonichijou,"['comedy', ' music', ' school']",Special,Hibike  Euphonium: Suisougaku-bu no Nichijou,small,high, hibikeeuphoniumsuisougakubunonichijou comedy  music  school Special small high ,4451
4454,hidamarisketchchouhidamatsurispecial,['comedy'],Special,Hidamari Sketch: Chou Hidamatsuri Special,tiny,moderate, hidamarisketchchouhidamatsurispecial comedy Special tiny moderate ,4452
4455,inugamisantonekoyamasan,"['comedy', ' school', ' shoujo ai']",TV,Inugami-san to Nekoyama-san,small,high, inugamisantonekoyamasan comedy  school  shoujo ai TV small high ,4453
4456,juushinliger,"['action', ' mecha', ' sci-fi']",TV,Juushin Liger,small,low, juushinliger action  mecha  sci-fi TV small low ,4454
4457,kmissingkingsmannermovie,['comedy'],Movie,K: Missing Kings - Manner Movie,tiny,moderate, kmissingkingsmannermovie comedy Movie tiny moderate ,4455
4458,kamuinoken,"['adventure', ' drama', ' fantasy', ' historical', ' shounen']",Movie,Kamui no Ken,tiny,moderate, kamuinoken adventure  drama  fantasy  historical  shounen Movie tiny moderate ,4456
4459,m3sonokurokihagane,"['action', ' drama', ' mecha', ' mystery', ' psychological', ' sci-fi']",TV,M3: Sono Kuroki Hagane,small,high, m3sonokurokihagane action  drama  mecha  mystery  psychological  sci-fi TV small high ,4457
4460,macrossfchoujikuugekijou,"['comedy', ' slice of life']",OVA,Macross F: Choujikuu Gekijou,tiny,moderate, macrossfchoujikuugekijou comedy  slice of life OVA tiny moderate ,4458
4461,metalfightbeyblade,"['adventure', ' comedy', ' sports']",TV,Metal Fight Beyblade,medium,high, metalfightbeyblade adventure  comedy  sports TV medium high ,4459
4462,mobilepolicepatlaborminipato,['parody'],OVA,Mobile Police Patlabor: MiniPato,small,moderate, mobilepolicepatlaborminipato parody OVA small moderate ,4460
4463,naishonotsubomi,"['kids', ' romance', ' school', ' shoujo', ' slice of life', ' supernatural']",OVA,Naisho no Tsubomi,small,moderate, naishonotsubomi kids  romance  school  shoujo  slice of life  supernatural OVA small moderate ,4461
4464,nilsnofushiginatabimovie,"['adventure', ' fantasy', ' kids']",Movie,Nils no Fushigi na Tabi (Movie),tiny,low, nilsnofushiginatabimovie adventure  fantasy  kids Movie tiny low ,4462
4465,nobunaganoshinobiepisode0,"['comedy', ' historical']",Special,Nobunaga no Shinobi Episode 0,tiny,low, nobunaganoshinobiepisode0 comedy  historical Special tiny low ,4463
4466,onepoundgospel,"['comedy', ' romance', ' seinen', ' sports']",OVA,One Pound Gospel,tiny,moderate, onepoundgospel comedy  romance  seinen  sports OVA tiny moderate ,4464
4467,pokemonodorupokemonhimitsukichi,"['comedy', ' fantasy', ' kids']",Movie,Pokemon: Odoru Pokemon Himitsu Kichi,tiny,moderate, pokemonodorupokemonhimitsukichi comedy  fantasy  kids Movie tiny moderate ,4465
4468,sakurataisenoukakenran,"['adventure', ' mecha', ' sci-fi', ' shounen']",OVA,Sakura Taisen: Ouka Kenran,small,moderate, sakurataisenoukakenran adventure  mecha  sci-fi  shounen OVA small moderate ,4466
4469,setondoubutsukikumanokojacky,"['adventure', ' drama', ' historical']",TV,Seton Doubutsuki: Kuma no Ko Jacky,small,low, setondoubutsukikumanokojacky adventure  drama  historical TV small low ,4467
4470,telepathyshoujoran,"['fantasy', ' school']",TV,Telepathy Shoujo Ran,small,moderate, telepathyshoujoran fantasy  school TV small moderate ,4468
4471,tentaisenshisunredshortcorner,"['comedy', ' parody', ' seinen', ' super power']",Special,Tentai Senshi Sunred: Short Corner,small,low, tentaisenshisunredshortcorner comedy  parody  seinen  super power Special small low ,4469
4472,tezukaosamunokyuuyakuseishomonogatariinthebeginning,['historical'],TV,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,small,low, tezukaosamunokyuuyakuseishomonogatariinthebeginning historical TV small low ,4470
4473,tottokohamtarouova1hamtaronootanjoubimamawotasunetesanzentechitechi,"['adventure', ' comedy', ' kids']",OVA,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,tiny,moderate, tottokohamtarouova1hamtaronootanjoubimamawotasunetesanzentechitechi adventure  comedy  kids OVA tiny moderate ,4471
4474,transformerscarrobots,"['adventure', ' comedy', ' mecha', ' sci-fi', ' shounen']",TV,Transformers: Car Robots,small,moderate, transformerscarrobots adventure  comedy  mecha  sci-fi  shounen TV small moderate ,4472
4475,turnagundamimovieearthlight,"['action', ' drama', ' mecha', ' military', ' sci-fi', ' space']",Movie,Turn A Gundam I Movie: Earth Light,tiny,moderate, turnagundamimovieearthlight action  drama  mecha  military  sci-fi  space Movie tiny moderate ,4473
4476,uchuutaiteigodsigma,"['action', ' mecha', ' space']",TV,Uchuu Taitei God Sigma,small,low, uchuutaiteigodsigma action  mecha  space TV small low ,4474
4477,videosenshilezarion,"['action', ' mecha', ' sci-fi']",TV,Video Senshi Lezarion,small,low, videosenshilezarion action  mecha  sci-fi TV small low ,4475
4478,weikreuzglhen,"['action', ' drama', ' shounen']",TV,Weiß Kreuz Glühen,small,moderate, weikreuzglhen action  drama  shounen TV small moderate ,4476
4479,yaoguaimingdan,"['action', ' comedy', ' ecchi', ' fantasy', ' romance']",ONA,Yaoguai Mingdan,small,moderate, yaoguaimingdan action  comedy  ecchi  fantasy  romance ONA small moderate ,4477
