anime_id,name,genre,type,episodes,rating,members
9916,Samurai Giants,Sports,TV,46,6.67,319
28283,Sengoku Musou,"Action, Historical, Samurai",TV,12,6.67,13272
1012,Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,"Comedy, Martial Arts, School, Shounen",Special,2,6.67,1029
3410,Sky Girls Specials,"Comedy, Mecha, Military, Sci-Fi",Special,9,6.67,3008
9494,Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723
13679,Tottoko Hamtarou Hai!,"Adventure, Kids",TV,77,6.67,1616
30437,Wakako-zake,"Seinen, Slice of Life",TV,12,6.67,18933
8598,Yuki,"Adventure, Demons, Fantasy",Movie,1,6.67,408
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,"Action, Comedy, Ecchi, Shoujo Ai",Special,1,6.66,19147
3800,Arrow Emblem Grand Prix no Taka,"Cars, Drama, Sports",TV,44,6.66,820
31387,Aru Hi Inu no Kuni kara Tegami ga Kite,"Drama, Shoujo",OVA,1,6.66,1302
3081,Attacker You!,"Action, Romance, Shoujo, Sports",TV,58,6.66,2733
1185,Battle Athletess Daiundoukai,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6,6.66,3115
3389,Bus Gamer,Action,TV,3,6.66,20550
5189,Chou Tokkyuu Hikarian,"Action, Adventure, Kids",TV,156,6.66,337
3035,Chouon Senshi Borgman,"Action, Demons, Sci-Fi, Shounen",TV,35,6.66,947
2696,Crusher Joe (1989),"Action, Adventure, Sci-Fi",OVA,2,6.66,1279
21599,Fight Ippatsu! Juuden-chan!! OVA,"Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285
7744,Fight Ippatsu! Juuden-chan!! Specials,"Comedy, Ecchi",Special,6,6.66,4700
3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845
11307,Ginga Patrol PJ,"Drama, Military, Sci-Fi, Space",TV,26,6.66,316
10187,HenSemi (TV),"Comedy, Ecchi, Seinen",TV,13,6.66,27878
10338,Honto ni Atta! Reibai Sensei,"Comedy, School, Shounen, Supernatural",TV,22,6.66,5082
32214,Koukaku no Pandora,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545
2895,Kujiratori,Adventure,Movie,1,6.66,1572
3054,La Seine no Hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964
12661,Light Lag,Music,Music,1,6.66,891
3391,Maicching Machiko-sensei,"Comedy, Ecchi, School",TV,95,6.66,891
4640,Maroko,"Comedy, Sci-Fi",Movie,1,6.66,353
32446,MONSTER GENERATiON,Music,Music,1,6.66,468
30757,Monster Strike,"Action, Fantasy, Game",ONA,51,6.66,7089
31144,Mottainai,Slice of Life,Special,1,6.66,2234
31621,Ooyasan wa Shishunki!,"Comedy, Slice of Life",TV,12,6.66,24131
31797,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken Specials,"Comedy, Ecchi, Harem, Romance, School",Special,6,6.66,6878
682,Otogi Story Tenshi no Shippo,"Comedy, Fantasy, Harem, Magic, Romance",TV,12,6.66,9099
438,Phantom The Animation,"Action, Drama, Shounen",OVA,3,6.66,9285
16680,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,12517
8709,Pokemon: Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447
10916,Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379
25867,Rolling☆Girls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310
27741,Shounen Hollywood: Holly Stage for 50,"Music, Shoujo, Slice of Life",TV,13,6.66,3800
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125
2766,Super Doll Licca-chan,"Adventure, Comedy, Magic",TV,52,6.66,1826
18799,Take Your Way,"Action, Music, Seinen, Supernatural",Music,1,6.66,1387
4427,Tatakae!! Ramenman,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,6.66,431
6468,Tensai Bakabon,"Comedy, Slice of Life",TV,40,6.66,313
5535,Tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280
4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923
715,Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,3,6.66,2703
12437,Yuri Seijin Naoko-san (2012),Comedy,OVA,1,6.66,6578
15951,Amagami SS+ Plus Picture Drama,Romance,Special,2,6.65,8232
1370,Atama Yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541
1682,Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443
31573,Brave Beats,"Adventure, Music",TV,22,6.65,2299
16614,Busou Shinki OVA,"Action, Sci-Fi",OVA,1,6.65,4158
9558,Cheung gong chat hou,Kids,Movie,1,6.65,215
3522,Choujin Locke,"Action, Sci-Fi, Super Power",Movie,1,6.65,1250
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045
9493,Dororon Enma-kun Meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006
1189,Eden&#039;s Bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106
5883,Examurai Sengoku,"Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701
29231,Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220
2061,Gall Force 2: Destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,"Shounen, Sports",Movie,1,6.65,273
3433,Go-Q-Choji Ikkiman,"Sci-Fi, Sports",TV,32,6.65,295
9900,Hamster Club,Kids,TV,140,6.65,318
8101,HenSemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029
33309,Jie Mo Ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942
3435,Joou Heika no Petite Angie,"Historical, Mystery, Shoujo",TV,26,6.65,451
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Music,1,6.65,5772
5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural",OVA,1,6.65,892
33118,Kuma Miko Specials,"Comedy, Seinen",Special,2,6.65,4237
3878,Mahou Shoujo Lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635
31448,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,"Comedy, Magic",Special,1,6.64,3111
32324,Major 2nd,"Shounen, Sports",Special,1,6.65,458
31560,Miss Monochrome: The Animation 3,"Comedy, Music, Slice of Life",TV,13,6.66,7905
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,Mecha,Special,1,6.65,889
4421,Moetan Specials,"Comedy, Ecchi, Magic, School",Special,2,6.65,4036
32829,Nobunaga no Shinobi,"Comedy, Historical",TV,Unknown,6.65,7207
6625,Nono-chan,"Comedy, Slice of Life",TV,61,6.65,367
31452,Norn9: Norn+Nonet,"Adventure, Fantasy, Josei, Romance",TV,12,6.65,38139
32190,Omoi no Kakera,Slice of Life,Special,1,6.65,2301
4910,Pokemon: Pikachu no Wanpaku Island,"Adventure, Comedy, Fantasy, Kids",Special,1,6.65,6379
4792,Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702
1298,Project A-Ko 4: Final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467
17913,Redial,Music,Music,1,6.66,1710
1693,Reideen,"Action, Mecha, Sci-Fi",TV,26,6.65,5736
13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",Special,1,6.66,7177
10687,Saint Seiya: Legend of Sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776
19919,Tesagure! Bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877
2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009
4371,Uchuu Senshi Baldios (Movie),"Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451
1233,Aozora Shoujo-tai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596
17092,Dallyeola Hani,Sports,TV,13,6.64,209
30127,Danchigai,"Comedy, Slice of Life",TV,12,6.64,37913
17705,DD Hokuto no Ken (2013),"Parody, Seinen",TV,13,6.64,1805
660,Denshin Mamotte Shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",OVA,8,6.64,2372
4554,Dokkiri Doctor,"Comedy, Slice of Life",TV,26,6.64,472
12885,Dynamic Super Robots Soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507
31070,Etotama Specials,"Action, Comedy, Fantasy",Special,6,6.64,3753
1733,eX-Driver: Nina &amp; Rei Danger Zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297
1799,Fatal Fury: Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353
21373,Freezing Vibration Specials,"Action, Comedy, Ecchi",Special,6,6.64,12299
125,Futakoi,"Comedy, Romance, School",TV,13,6.64,23968
8765,Futarigurashi,"Comedy, Ecchi, Romance",TV,36,6.64,551
30531,Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038
8538,Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223
24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Drama, Historical, Josei",OVA,2,6.64,8305
20381,Jungle Taitei Movie,"Adventure, Shounen",Movie,1,6.64,271
3100,Kamen Rider SD Kaiki?! Kumo Otoko,"Action, Parody",OVA,1,6.64,575
5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164
4504,Kinkyuu Hasshin Saver Kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,19389
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948
6368,Legend of Regios,Magic,Special,3,6.64,6194
783,Miami Guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765
2306,Mobile Suit SD Gundam&#039;s Counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982
4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350
8487,Onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736
4013,Paul no Miracle Daisakusen,"Action, Adventure, Kids",TV,51,6.64,413
10917,Pokemon: Pikachu no Fuyuyasumi (2001),"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079
1297,Project A-Ko 3: Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477
6885,Sora no Manimani Specials,"Comedy, School, Slice of Life",Special,3,6.64,4444
684,Tenshi no Shippo Chu!,"Fantasy, Magic, Romance",TV,11,6.64,3674
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Adventure,Special,1,6.64,244
21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Mystery,TV,24,6.64,52260
4132,Wakakusa no Yon Shimai,"Drama, Historical, Slice of Life",TV,26,6.64,476
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,7,6.63,14515
10196,Baby Princess 3D Paradise 0 [Love],"Ecchi, Harem, Seinen",OVA,1,6.63,17570
32311,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215
13253,Blossom,Music,Movie,1,6.63,2825
2640,Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487
33222,Fudanshi Koukou Seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360
26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609
6472,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Horror,TV,35,6.63,637
2062,Gall Force 3: Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281
2617,Ghiblies,Comedy,Special,2,6.63,3230
23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,2296
8839,Gundam Neo Experience 0087: Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,1849
2207,Hamelin no Violin Hiki: The Movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551
25861,Inugami-san to Nekoyama-san Special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062
33129,Joker Game: Kuroneko Yoru no Bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011
6657,Joshikousei: Girl&#039;s High Specials,"Comedy, Slice of Life",Special,3,6.63,2920
6375,Kagaku Ninja-tai Gatchaman F,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810
3273,Kinnikuman (1984),"Action, Comedy, Shounen, Sports",Movie,1,6.63,474
6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.63,15046
24175,Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526
17157,Nozoki Ana,"Comedy, Drama, Ecchi",OVA,1,6.63,21200
612,PetoPeto-san,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy",Special,1,6.63,8541
4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625
30088,Ryoutei no Aji,Slice of Life,Special,4,6.63,538
8900,Saru Getchu: On Air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263
4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109
5583,Sonic: Night of the WereHog,Action,ONA,1,6.63,3424
1044,Taiyou no Ouji: Horus no Daibouken,"Adventure, Drama, Magic",Movie,1,6.63,3717
2560,Terra e...,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807
2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292
30250,Triage X: Recollection XOXO,"Action, Ecchi, School, Shounen",OVA,1,6.63,8509
12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759
1276,Ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317
55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392
30953,Arslan Senki (TV) Specials,Comedy,Special,8,6.62,5241
4975,ChäoS;HEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337
5449,Chibi Kero: Kerobouru no Himitsu!?,Comedy,Special,1,6.62,625
33145,Detective Conan: Nazo no Suisei Kaijuu wo Oe!,Mystery,OVA,1,6.62,976
33069,Dimension W Special,"Sci-Fi, Seinen",Special,1,6.62,4593
2485,Doku Tenshi no Shippo,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,1184
3842,Doubutsu Takarajima,Adventure,Movie,1,6.62,818
5476,Fushigi na Melmo,"Magic, Shoujo",TV,26,6.62,440
32561,Hai to Gensou no Grimgar Special,Comedy,Special,1,6.62,18358
1235,I&#039;&#039;s Pure Bonus,"Comedy, Ecchi, Romance",Special,5,6.62,4688
257,Ikkitousen,"Ecchi, Martial Arts, School, Super Power",TV,13,6.62,88969
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",TV,39,6.62,1007
9203,K-On!!: Ura-On!!,Comedy,Special,9,6.62,23216
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Music,Music,1,6.62,6634
1793,Kaze no Na wa Amnesia,"Action, Dementia, Drama, Sci-Fi",Movie,1,6.62,8230
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Music,OVA,1,6.62,1381
799,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13,6.62,3748
8560,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",OVA,2,6.62,20953
32031,Leopard Eyes,Music,Music,1,6.62,473
5225,Lupin III: Pilot Film,"Action, Comedy, Shounen",Movie,1,6.62,3500
12921,Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",Special,2,6.62,2769
9789,Nezumi Monogatari: George to Gerald no Bouken,"Adventure, Kids",Movie,1,6.62,483
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559
1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",Movie,1,6.62,3462
9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,465
4481,Saiyuuki,Adventure,Movie,1,6.62,1175
32728,Sensou no Tsukurikata,"Drama, Kids",ONA,1,6.62,97
4068,Shin Megami Tensei Devil Children: Light &amp; Dark,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,800
8139,Shin Minashigo Hutch,"Adventure, Comedy, Drama",TV,26,6.62,229
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2,6.62,4085
9924,Shukufuku no Campanella: La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",OVA,1,6.62,4023
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",Movie,1,6.62,904
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo",Special,10,6.62,17684
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,Movie,1,6.62,479
2210,Tooi Sekai,"Drama, Romance",ONA,1,6.62,11347
16347,Usavich V,Comedy,TV,13,6.62,985
6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2,6.62,2667
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,6.61,714
30795,Bakuon!!,"Comedy, Seinen, Slice of Life",TV,12,6.61,31295
10055,Black Jack: Heian Sento,Shounen,Movie,1,6.61,1087
6579,Chikyuu Bouei Kazoku Special,"Comedy, Kids, Mecha, School, Super Power",Special,1,6.61,215
17277,Code Geass: Soubou no Oz Picture Drama,"Action, Drama, Mecha, Military, School, Supernatural",OVA,5,6.61,6467
8211,Dance in the Vampire Bund Recap,"Action, Supernatural, Vampire",Special,1,6.61,9758
28921,Disney Tsum Tsum,Kids,TV,Unknown,6.61,359
12351,eX-Driver the Movie Specials,Comedy,Special,3,6.61,497
7124,Madou King Granzort: Bouken-hen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,196
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1,6.61,260
30384,Miss Monochrome: The Animation 2,"Comedy, Music, Slice of Life",TV,13,6.61,12064
4314,Nanami-chan 2nd Series,"Comedy, Kids",TV,16,6.61,336
9943,Ore-sama Kingdom,"Romance, Shoujo",OVA,14,6.61,1846
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Drama, Mystery, Supernatural",Special,1,6.61,5230
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,20,6.61,12499
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.61,3088
1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201
9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural",Special,4,6.61,7550
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",Special,5,6.61,1993
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,1041
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,1035
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",TV,Unknown,6.61,940
34009,To Be Hero,Comedy,TV,12,6.61,14718
33208,Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy",Special,2,6.61,1748
20987,Yozakura Quartet: Yoza-Quar!,Comedy,Special,6,6.61,4545
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603
20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1,6.6,15956
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896
999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,3790
9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi",TV,25,6.6,199
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1,6.6,5171
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural",Special,1,6.6,11869
7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1,6.6,1343
9291,Hello Kitty no Cinderella,"Fantasy, Kids",Movie,1,6.6,362
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game",TV,13,6.6,7440
30237,Hyakka Ryouran: Samurai After Specials,Ecchi,Special,2,6.6,3703
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.6,3083
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Shounen, Sports",Special,1,6.6,406
8140,Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama",TV,55,6.6,438
8304,Koutetsu Sangokushi Special,"Historical, Shounen",Special,1,6.6,614
32481,Love Live! Kouhaku Special Anime,Music,Special,1,6.59,1291
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1,6.6,2219
8518,Mai-Otome Special: Otome no Inori,"School, Slice of Life",Special,1,6.6,2068
4209,Mission-E,"Action, Comedy, School, Sci-Fi",TV,12,6.6,3931
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49,6.6,18031
6270,Neko Machi,"Fantasy, Horror",OVA,1,6.6,716
23427,Oneechan ga Kita Special,"Comedy, Slice of Life",Special,1,6.6,11094
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12,6.6,16596
10810,Pucca (2008),"Action, Comedy, Parody, Romance",TV,13,6.6,2173
20155,Ro-Kyu-Bu! SS Recap,"Comedy, Ecchi, School, Sports",Special,1,6.6,2148
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1,6.6,298
1724,Saint October,"Adventure, Fantasy",TV,26,6.6,3838
17551,Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural",Special,1,6.6,3965
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3,6.6,1763
10109,Softenni,"Comedy, Ecchi, School, Sports",TV,12,6.6,16068
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291
12439,Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,289
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports",TV,13,6.6,36235
950,Street Fighter Alpha: Generations,"Adventure, Shounen",Movie,1,6.6,8906
7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic",TV,39,6.6,577
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1,6.6,962
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1,6.6,745
3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life",Special,1,6.6,1113
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama",TV,12,6.6,22662
23579,12-sai.,"Romance, School, Shoujo",OVA,8,6.59,6211
29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1,6.59,520
1789,Argento Soma Special,"Action, Mecha, Sci-Fi",Special,1,6.59,2508
9795,Atashin&#039;chi Movie,Comedy,Movie,1,6.59,260
25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports",Special,1,6.59,344
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life",TV,13,6.59,15026
4383,Catman Series III,"Comedy, Fantasy, Slice of Life",TV,6,6.59,796
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78,6.59,1452
2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39,6.59,752
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen",TV,51,6.58,3183
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space",Movie,1,6.59,1003
2637,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.59,483
13139,Gakkatsu!,"Comedy, School",TV,25,6.59,5208
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,6.59,1407
16199,Girls und Panzer: Shoukai Shimasu!,"Military, School",Special,2,6.59,11042
3776,Go! Go! Itsutsugo Land,School,TV,50,6.59,393
30721,Hacka Doll The Animation,"Comedy, Sci-Fi",TV,13,6.59,19502
20469,Himeyuri,"Drama, Historical",Movie,1,6.59,395
23121,Jinsei,"Comedy, School, Slice of Life",TV,13,6.59,40413
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police",TV,12,6.59,2388
31598,Luger Code 1951,"Action, Fantasy",Special,1,6.59,14410
